[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[0.43053734f32, 2.7356634f32, 6.101852f32, 0.54915583f32, 1.9317603f32, 9.559765f32, 2.4572933f32, 3.5953588f32, 4.095889f32, 4.6452694f32, 0.6135165f32, 2.107397f32, 5.3663573f32, 4.672204f32, 4.7295136f32, 4.6122217f32, 2.3689425f32, 7.3991694f32, 0.91575915f32, 7.2024326f32, 9.20946f32, 1.2418394f32, 9.815059f32, 4.5818853f32, 4.554666f32, 2.8577993f32, 6.895405f32, 3.827343f32, 8.01206f32, 2.527245f32, 0.7396851f32, 5.595022f32],
[1.4129479f32, 8.045932f32, 3.4754333f32, 2.6506267f32, 9.31878f32, 0.65373206f32, 9.796665f32, 3.1965854f32, 7.830251f32, 4.687035f32, 6.6610065f32, 6.9934177f32, 6.275254f32, 3.1251614f32, 2.2557123f32, 2.9114316f32, 2.388586f32, 7.7497573f32, 9.0625725f32, 5.6031375f32, 1.0159185f32, 4.526472f32, 1.4129095f32, 7.7885156f32, 5.1670265f32, 6.353918f32, 1.139374f32, 7.6784725f32, 0.685579f32, 2.6930704f32, 3.6989207f32, 0.93839246f32],
[9.305844f32, 4.565023e-2f32, 5.6843038f32, 5.329245f32, 1.4310782f32, 0.26632702f32, 1.0878394f32, 6.88976f32, 9.478768f32, 9.622169f32, 7.3692355f32, 0.16903189f32, 1.1418712f32, 3.773454f32, 1.6607846f32, 8.765098f32, 5.1827803f32, 6.8842673f32, 1.4554971f32, 5.504112f32, 9.615538f32, 6.0213647f32, 2.0940912f32, 6.032071f32, 7.608604f32, 2.2903283f32, 5.514941f32, 0.98982084f32, 3.6303499f32, 5.321725f32, 5.9894924f32, 8.7438135f32],
[4.0755744f32, 3.0653448f32, 3.2948802f32, 8.396805e-2f32, 1.1106061f32, 3.6963646f32, 9.170314f32, 5.892963f32, 9.217253f32, 6.6820474f32, 7.565552f32, 4.465506f32, 7.4421988f32, 6.4994264f32, 6.1155186f32, 8.498009f32, 9.251107f32, 7.134554f32, 8.641622f32, 7.22725f32, 2.2897685f32, 0.19131826f32, 1.860704f32, 9.460765f32, 1.291697f32, 3.970574f32, 0.1641985f32, 9.658744f32, 7.565381f32, 7.9401093f32, 2.1435776f32, 8.023217f32],
[7.909034f32, 6.336977f32, 8.651245f32, 6.6839046f32, 3.6134875f32, 1.4472595f32, 8.738317f32, 2.1489372f32, 3.744791f32, 4.7454643f32, 4.9540353f32, 1.0200893f32, 8.860445f32, 1.7178571f32, 6.6227202f32, 6.613858f32, 8.220427f32, 9.027373f32, 8.933187f32, 1.9538094f32, 8.214601f32, 8.371041f32, 2.4599981f32, 5.299945f32, 9.305796f32, 8.363465e-2f32, 3.1098328f32, 7.5674953f32, 3.3362882f32, 0.11171862f32, 8.738321f32, 9.099599f32],
[0.18904702f32, 1.9290417f32, 6.671951f32, 8.833418f32, 8.210947f32, 8.843262f32, 3.5236168f32, 6.1753063f32, 5.839885f32, 2.578891f32, 5.1233764f32, 7.8514743f32, 2.0207777f32, 9.212149f32, 6.2419066f32, 1.7127864f32, 5.76659f32, 6.279666f32, 5.323235f32, 4.10473f32, 1.2351508f32, 7.312662f32, 2.3575864f32, 0.56572545f32, 4.1716228f32, 8.890185f32, 8.317557e-2f32, 1.6454654f32, 0.19840696f32, 8.454287f32, 7.8855624f32, 8.949645f32]],
[[1.0555044f32, 8.273393f32, 9.455106f32, 6.208627f32, 0.107952096f32, 4.8539658f32, 8.760381f32, 0.106493406f32, 4.9911265f32, 1.3692201f32, 1.6336973f32, 4.467434f32, 1.6775205f32, 3.7125235f32, 0.9551409f32, 6.6834707f32, 3.7903996f32, 8.511453f32, 9.545029f32, 3.3719087f32, 3.6767502f32, 2.9069033f32, 2.3308377f32, 9.319568f32, 8.318095f32, 2.0235045f32, 0.8738105f32, 5.273154f32, 7.871211f32, 4.4125147f32, 0.22019294f32, 3.840512f32],
[0.48366985f32, 1.0561961f32, 8.276617f32, 8.11654f32, 0.96351004f32, 2.0070353f32, 1.1777526f32, 0.4683418f32, 6.597087f32, 1.455997f32, 9.892181f32, 5.762467f32, 8.302238f32, 5.4715166f32, 7.7851706f32, 4.6916447f32, 2.6710677f32, 3.1596348f32, 0.8371974f32, 4.848646f32, 1.649292f32, 3.8691895f32, 9.448856f32, 8.1875305f32, 5.9514394f32, 8.699137f32, 3.8000422f32, 7.0847006f32, 2.6818917f32, 7.472251f32, 5.035718f32, 4.760305f32],
[1.6810116f32, 2.8401492f32, 7.26587f32, 1.4235523f32, 1.8896216f32, 6.974255f32, 0.38510013f32, 7.5202065f32, 8.036499f32, 8.898771f32, 7.1628556f32, 6.2138343f32, 6.661566f32, 7.040365f32, 5.458927f32, 7.08247f32, 7.735489f32, 5.8512925e-3f32, 0.71747315f32, 6.6063013f32, 4.1454325f32, 0.90544146f32, 3.292437f32, 9.4639635f32, 1.1517439f32, 5.3730645f32, 4.558592f32, 0.15302876f32, 7.8712573f32, 5.7678447f32, 0.67334294f32, 7.684968f32],
[7.490555f32, 1.6440716f32, 8.288315f32, 3.792745f32, 2.375512f32, 3.0684865f32, 5.7124367f32, 1.131681f32, 5.6173215f32, 2.1363773f32, 4.9214497f32, 7.447138f32, 0.6168865f32, 9.418272f32, 5.3541284f32, 2.5127206f32, 0.22577573f32, 2.6676753f32, 9.669458f32, 5.150995f32, 8.961853f32, 8.554539f32, 6.8354673f32, 5.4129295f32, 2.27299f32, 7.724773f32, 2.9552655f32, 8.455416f32, 1.4587114f32, 0.11809745f32, 2.445908f32, 6.195486f32],
[0.7740641f32, 2.895203f32, 4.6166077f32, 7.588458f32, 0.24229048f32, 8.624469f32, 3.8201804f32, 6.857404f32, 9.003743f32, 8.578577f32, 9.523598f32, 9.011781f32, 1.7453114f32, 1.1015737f32, 4.5693874f32, 4.939639f32, 7.7996855f32, 4.3663564f32, 0.8179825f32, 6.6897526f32, 2.33829f32, 1.904683f32, 3.287187f32, 0.49599913f32, 3.4741027f32, 1.1049318f32, 9.380255f32, 0.22665201f32, 4.591148f32, 2.498247f32, 2.2690327f32, 1.6149579f32],
[2.2529428f32, 8.943212f32, 9.716534f32, 5.5238004f32, 1.0610878f32, 4.2354755f32, 9.604206f32, 6.2478538f32, 1.115846f32, 9.197995f32, 9.6993065f32, 2.2847626f32, 7.203025f32, 2.9230132f32, 8.322198f32, 2.0349898f32, 6.278191f32, 3.8237264f32, 7.2078943f32, 8.595676f32, 5.8230543f32, 9.428222f32, 6.9985776f32, 7.8952622f32, 1.4791932f32, 5.9082556f32, 0.6458644f32, 0.48115608f32, 7.452668f32, 6.4180427f32, 3.2744129f32, 5.725664f32],
[0.7357699f32, 6.9067616f32, 3.3292544f32, 2.0543926f32, 5.1332784f32, 2.4339495f32, 8.0372715f32, 6.73809f32, 0.34820384f32, 7.4203095f32, 6.0824285f32, 0.5827553f32, 3.720041f32, 0.8891179f32, 9.553027f32, 4.22983f32, 1.8030301f32, 7.5901165f32, 5.3008294f32, 0.5253624f32, 6.6296725f32, 7.9654536f32, 6.8797426f32, 1.9823955f32, 6.409118f32, 7.303616f32, 7.0339036f32, 9.280781f32, 4.546544f32, 3.6724453f32, 3.1451647f32, 0.5773289f32],
[8.9716425f32, 5.529673f32, 7.5653143f32, 9.535215f32, 2.3923411f32, 6.970964f32, 3.884599f32, 8.792897f32, 8.550058f32, 5.681396f32, 8.221022f32, 4.9446235f32, 2.0560725f32, 8.067481f32, 8.767335f32, 4.2063966f32, 2.10482f32, 4.318933f32, 7.8903384f32, 2.2142167f32, 7.9601793f32, 6.60233f32, 0.9201116f32, 1.1354475f32, 3.1688383f32, 7.464397f32, 8.841839f32, 5.407596f32, 3.83971f32, 0.75576556f32, 8.891986f32, 7.4191732f32],
[0.115073845f32, 7.921102f32, 3.3467133f32, 2.959533f32, 8.349443f32, 1.6298681f32, 5.240683f32, 7.8072906f32, 2.2677174f32, 1.3651981f32, 5.364999f32, 6.8096623f32, 5.586271f32, 7.31991f32, 4.483106f32, 0.8346701f32, 5.9649496f32, 1.0481007f32, 1.9562653f32, 4.550844f32, 7.3954377f32, 4.7865615f32, 4.1024756f32, 0.60218567f32, 5.0730257f32, 7.552176f32, 8.2104645f32, 5.133515f32, 0.658245f32, 3.1522617f32, 6.455085f32, 8.108162f32],
[9.310594f32, 7.248741f32, 7.7786746f32, 1.266413f32, 1.9291657f32, 9.010565f32, 3.5172782f32, 5.4657207f32, 4.5959587f32, 8.447633f32, 1.8255578f32, 9.248035f32, 6.228545f32, 3.514257f32, 1.1044314f32, 2.7174196f32, 4.668356f32, 8.009121f32, 3.0610154f32, 0.37658697f32, 7.06061f32, 0.8761242f32, 4.367901f32, 1.0937792f32, 8.514099f32, 1.2454467f32, 3.5309699f32, 9.415335f32, 7.0001864f32, 7.7746134f32, 1.7613187f32, 1.8777645f32],
[6.702176f32, 8.019561f32, 4.7695446f32, 3.5169477f32, 8.17849f32, 5.8568473f32, 7.03405f32, 1.7830586f32, 4.722341f32, 5.9696755f32, 4.505544f32, 7.95628f32, 3.2015274f32, 1.553455f32, 7.8876987f32, 5.872848f32, 8.482427f32, 7.4617953f32, 5.4397593f32, 2.5774865f32, 5.828011f32, 1.4896897f32, 7.63104f32, 2.6309526f32, 4.60904f32, 7.291414f32, 1.2068379f32, 8.58627f32, 9.586709f32, 0.12101955f32, 4.510145f32, 4.2447605f32],
[3.8799102f32, 6.2668138f32, 1.2432132f32, 1.2939346f32, 5.259532f32, 2.7591765f32, 5.429908f32, 0.33230278f32, 5.9553294f32, 0.65327f32, 0.38206708f32, 7.745676f32, 9.732784f32, 4.234655f32, 7.9083843f32, 8.838177f32, 2.587413f32, 3.043628f32, 3.7906184f32, 3.0703347f32, 6.85507f32, 9.2937565f32, 8.270495f32, 3.541907f32, 1.5197546f32, 6.8129716f32, 5.286861f32, 4.37956f32, 8.264441f32, 7.4550962f32, 5.419777f32, 6.4928327f32],
[5.317648f32, 3.1341207f32, 0.5486637f32, 6.5732207f32, 7.9959693f32, 5.83127f32, 7.6163716f32, 0.38862234f32, 5.707347f32, 5.0063767f32, 1.2579393f32, 3.4043953f32, 4.0955577f32, 4.1595387f32, 2.7293725f32, 8.113747f32, 2.3877296f32, 2.9375837f32, 3.5563147f32, 6.0761704f32, 5.6484313f32, 7.5708885f32, 9.07469f32, 0.26290867f32, 5.579121f32, 9.65463f32, 3.2015445f32, 0.1580321f32, 7.0434194f32, 9.211751f32, 7.133743f32, 3.1705904f32],
[6.5447383f32, 7.0237427f32, 2.3974802f32, 7.164417f32, 6.137791f32, 2.35204f32, 0.37144437f32, 4.804344f32, 4.8119164f32, 4.3096733f32, 4.984781f32, 7.122274f32, 2.2940104f32, 1.819359f32, 0.50126445f32, 5.8232603f32, 2.794066f32, 9.32301f32, 9.245665f32, 0.417451f32, 3.4927726f32, 0.22350155f32, 2.1414149f32, 3.5441377f32, 3.9941921f32, 8.402802f32, 2.5181293f32, 5.6205034f32, 4.5587945f32, 3.7530105f32, 9.623743f32, 7.3819294f32],
[2.456781f32, 0.3733651f32, 8.9188546e-2f32, 4.574379f32, 4.5112915f32, 9.040942f32, 8.073778f32, 5.268376f32, 8.052857f32, 5.15395f32, 1.074458f32, 7.1159067f32, 0.94747627f32, 9.396253f32, 0.5616686f32, 8.78482f32, 2.8555965f32, 0.71266276f32, 5.7559056f32, 2.13104f32, 0.18931374f32, 4.73532f32, 2.8654292f32, 6.9449787f32, 0.61306745f32, 2.8030293f32, 3.0255318f32, 1.1270075f32, 8.119501f32, 4.060439f32, 7.3310733f32, 1.1214094f32],
[3.843012f32, 0.17896894f32, 4.1221642f32, 9.394539f32, 0.612131f32, 4.7246633f32, 9.77153f32, 2.461248f32, 8.0215645f32, 8.430187f32, 2.417323f32, 4.9655995f32, 5.098495f32, 9.766119f32, 8.0088825f32, 1.5783802f32, 7.369502f32, 3.9165804f32, 2.2015321f32, 7.9865375f32, 8.383427f32, 9.588373f32, 0.9831759f32, 1.9071047f32, 2.3087997f32, 6.1057374e-2f32, 3.603698f32, 2.9318073f32, 2.6034274f32, 6.0266814f32, 0.3262066f32, 9.181336f32],
[3.9046695f32, 5.9370584f32, 2.0133533f32, 8.0025625f32, 1.2633398f32, 9.025888f32, 3.4438992f32, 0.3441452f32, 3.5528846f32, 0.31515664f32, 1.237608f32, 8.057416f32, 9.428574f32, 1.1734473f32, 0.8118839f32, 7.335652f32, 5.4680834f32, 1.2780643f32, 7.726163f32, 9.173152f32, 0.81885284f32, 1.4306929f32, 0.32231557f32, 0.29463404f32, 3.2852788f32, 2.669405f32, 7.751292f32, 5.566889f32, 3.1269116f32, 6.6454253f32, 2.9092991f32, 1.6700394f32],
[2.1059282f32, 5.8944597f32, 7.3173733f32, 6.2274995f32, 5.4060087f32, 2.209008f32, 2.7812893f32, 2.8730872f32, 1.7459363f32, 9.441622f32, 9.558869f32, 8.941244f32, 1.5687789f32, 1.3367606f32, 7.152916f32, 2.9968796f32, 0.6423145f32, 7.903188f32, 1.1641694f32, 8.850519f32, 5.4554224f32, 7.8977327f32, 9.343094f32, 9.500693f32, 5.84732f32, 6.0088754f32, 0.19594748f32, 3.7018058f32, 9.240412f32, 8.744804f32, 6.7976866f32, 1.6611097f32],
[5.662322f32, 7.5929832f32, 5.7623453f32, 7.2985673f32, 4.954412f32, 3.1745763f32, 8.426927f32, 9.464817f32, 3.9525952f32, 7.111447f32, 5.4527683f32, 1.8494132f32, 8.94059f32, 1.3639506f32, 7.5971117f32, 0.3128748f32, 6.002062f32, 1.8622972f32, 5.0101814f32, 1.8785794f32, 4.358743f32, 8.690957f32, 2.5776649f32, 7.571418f32, 6.2177005f32, 2.7107446f32, 1.0478269f32, 9.196209f32, 4.8272686f32, 9.805333f32, 2.433563f32, 6.3328667f32],
[2.9852862f32, 0.14258778f32, 8.823626f32, 2.1703532f32, 3.3437781f32, 1.7913913f32, 8.229162f32, 6.161745f32, 4.1432343f32, 0.4380031f32, 4.053518f32, 8.728329f32, 0.6858398f32, 5.8454056f32, 9.490483f32, 4.3860507f32, 4.5143156f32, 3.9031324f32, 1.5293989f32, 7.6568956f32, 5.455661f32, 4.2543597f32, 0.12362065f32, 8.047711f32, 4.4311976f32, 4.511816f32, 8.108209f32, 9.558258f32, 0.57741684f32, 4.9058914f32, 7.1207986f32, 7.4537005f32],
[3.403046f32, 3.1442223f32, 4.6583686f32, 7.841807f32, 5.6131845f32, 2.0850616f32, 3.1597338f32, 1.287639f32, 5.3167486f32, 5.9769735f32, 6.6208744f32, 1.5515985f32, 0.104055755f32, 6.9587183f32, 2.1118166f32, 8.9696f32, 7.5008397f32, 5.4188056f32, 4.1315165f32, 6.1814504f32, 7.399066f32, 8.9157715f32, 2.2404413f32, 0.6429677f32, 3.7466145f32, 5.3609276f32, 6.57244f32, 4.6042933f32, 4.898131f32, 6.6173716f32, 0.2477588f32, 7.021589f32],
[6.704796f32, 1.0907326f32, 7.20545f32, 9.0299015f32, 3.3701775f32, 8.724994f32, 6.3030915f32, 5.804024f32, 8.151195f32, 2.7068653f32, 4.940771f32, 9.476104f32, 6.978703f32, 8.821514f32, 2.8111641f32, 1.3676033f32, 4.690608f32, 0.9379523f32, 3.049458f32, 9.8924055f32, 8.872853f32, 3.8128397f32, 6.615586f32, 8.935223f32, 3.4931042f32, 6.2893496f32, 2.4240212f32, 6.278212f32, 4.7283936f32, 3.4865217f32, 6.1336994f32, 4.702257f32],
[0.9565346f32, 6.680108f32, 5.0920744f32, 6.7022862f32, 3.925036f32, 2.0045202f32, 7.1633005f32, 5.507919f32, 2.262799f32, 2.04496f32, 5.0922933f32, 0.63923955f32, 2.1237884f32, 2.156199f32, 4.3885207f32, 0.7112914f32, 2.6396499f32, 4.9722366f32, 1.764717f32, 8.92088f32, 7.967709f32, 7.1228747f32, 9.714157f32, 7.1077623f32, 9.307189f32, 1.2920269f32, 2.1637602f32, 9.475494f32, 1.8778276f32, 0.47121787f32, 8.891889f32, 6.521231f32],
[2.9374201f32, 3.549485f32, 2.95161f32, 6.9623604f32, 4.647097f32, 6.586202f32, 0.80443174f32, 1.1630193f32, 6.1802387f32, 1.0831989f32, 4.607409f32, 8.35832f32, 6.5107903f32, 6.603851f32, 2.5777864f32, 8.465895f32, 2.55509f32, 6.6862936f32, 8.234698f32, 5.37605f32, 4.8337936f32, 6.342211f32, 7.800528f32, 1.1906047f32, 8.470282f32, 0.115625575f32, 3.0159924f32, 8.899697f32, 5.1658792f32, 4.4704475f32, 7.1286397f32, 8.975998f32],
[9.782483f32, 7.1234746f32, 6.5603504f32, 2.059046e-2f32, 8.708451f32, 5.964093f32, 1.5620278f32, 3.883934f32, 1.3212025e-3f32, 6.6807537f32, 1.5734925f32, 9.125361f32, 1.4547766f32, 8.039256f32, 9.105457f32, 9.436985f32, 7.7080626f32, 4.6870723f32, 3.966342f32, 4.2601633f32, 9.591201f32, 2.011466f32, 4.853973f32, 6.6070533f32, 4.703025f32, 5.1501203f32, 4.0345387f32, 1.5656698f32, 4.374612f32, 4.8000283f32, 2.0390103f32, 8.655618f32],
[7.675778f32, 5.4880195f32, 6.2588162f32, 9.44223f32, 8.238172f32, 2.2733293f32, 4.7569284f32, 0.9778503f32, 3.0029564f32, 1.3919573f32, 5.2079015f32, 8.050514f32, 4.7369184f32, 7.5809855f32, 8.178025f32, 9.648214f32, 1.8521388f32, 3.0044775f32, 9.32884f32, 7.644291f32, 7.4673634f32, 2.2329466f32, 9.288959f32, 1.3962637f32, 3.4084096f32, 4.5586123f32, 4.1231046f32, 7.4701023f32, 1.0509301f32, 4.400954f32, 1.1901574f32, 4.742109f32],
[5.1575913f32, 1.018493f32, 9.314112f32, 5.5644603f32, 2.1964157f32, 5.355551f32, 1.2100025f32, 6.303521f32, 0.68307287f32, 0.3430642f32, 2.743567f32, 7.473784f32, 4.427946e-2f32, 2.3975458f32, 1.7481232f32, 4.5539465f32, 1.1939676f32, 6.27424f32, 8.265492f32, 7.453101f32, 4.016714f32, 5.7942853f32, 5.702535f32, 8.195961f32, 3.6707942f32, 3.7242556f32, 1.8063346f32, 3.4120328f32, 7.469536f32, 6.029706f32, 3.3983297f32, 3.530086f32],
[0.8990703f32, 6.35057f32, 9.294361f32, 3.642698f32, 8.829251f32, 6.2141895f32, 5.2174883f32, 7.125817f32, 6.978013f32, 4.6228294f32, 2.9229047f32, 3.2110107f32, 5.9245925f32, 7.661458f32, 1.975868f32, 9.407825f32, 1.2334526f32, 7.5546274f32, 0.63434476f32, 5.7483344f32, 4.3054833f32, 2.7560341f32, 2.790638f32, 6.6605244f32, 9.628035f32, 3.0188415f32, 1.8429252f32, 9.420954f32, 2.5628436f32, 4.1720905f32, 5.0132885f32, 7.2862167f32],
[3.8817449f32, 6.4929366f32, 0.69537324f32, 7.5697465f32, 7.3632474f32, 6.8834515f32, 9.170087f32, 7.1576753f32, 2.602321f32, 5.9531827f32, 3.9597878f32, 9.342356f32, 7.9468164f32, 3.1672463f32, 5.881021f32, 2.0136838f32, 0.8342942f32, 8.048286f32, 7.5518026f32, 9.5838375f32, 3.2210386f32, 8.638371f32, 0.10619541f32, 8.6832285f32, 3.9486055f32, 8.932919f32, 0.34430277f32, 2.6951864f32, 3.5107884f32, 9.355895f32, 6.3086305f32, 0.6608013f32],
[4.3643365f32, 9.781577f32, 2.5426126f32, 2.82686f32, 0.6119209f32, 5.747724f32, 9.373557f32, 8.372932f32, 3.3836575f32, 1.0595212f32, 8.40393f32, 7.5395675f32, 3.8120675f32, 2.2569969f32, 9.211832e-2f32, 1.170753f32, 2.5880148f32, 8.37251f32, 2.1061761f32, 6.8805857f32, 0.27408665f32, 8.320761f32, 2.4235508f32, 0.39868686f32, 2.7592278f32, 5.554652f32, 7.3060455f32, 1.7713985f32, 4.1626415f32, 0.62195176f32, 2.2993135f32, 0.17713849f32],
[8.446679f32, 4.046946f32, 0.8589946f32, 3.4739978f32, 4.550851f32, 2.946855f32, 2.0272155f32, 9.722548f32, 6.413779f32, 3.2044282f32, 2.0328295f32, 3.08028f32, 6.188021f32, 4.6569834f32, 6.3131576f32, 8.162892f32, 7.6900144f32, 4.176242f32, 1.3876396f32, 6.857245f32, 6.1404524f32, 6.7887487f32, 7.9620976f32, 5.24162f32, 8.596195f32, 3.366271f32, 3.7388012f32, 7.6069245f32, 7.0183144f32, 6.5799413f32, 9.852326f32, 0.78594786f32],
[4.2041583f32, 4.8043723f32, 9.548905f32, 2.6047533f32, 8.141236f32, 4.811787f32, 5.700204f32, 0.5957455f32, 5.0775924f32, 3.656633f32, 5.115276f32, 4.567199f32, 3.4587264f32, 5.015288f32, 0.95343786f32, 8.705852f32, 6.070566f32, 2.403201f32, 7.8028626f32, 2.0664856f32, 3.7210684f32, 3.9378963f32, 3.3666847f32, 2.1615326f32, 1.7144198f32, 6.3799553f32, 7.357154f32, 2.5715003f32, 4.1585183f32, 0.21142249f32, 9.717255f32, 9.336228f32]]],
[[[2.3176842f32, 8.730987f32, 0.10682739f32, 5.433654f32, 8.024223f32, 8.553124f32, 9.746805f32, 8.092144e-2f32, 3.260028f32, 5.4333014f32, 7.050416f32, 5.966006f32, 1.4865646f32, 3.1343148f32, 2.4281323f32, 8.929009f32, 6.212682f32, 9.806027f32, 4.761615f32, 4.522793f32, 1.4902756f32, 1.1797287f32, 9.391059f32, 4.2824035f32, 5.958815f32, 8.911516f32, 3.2606409f32, 1.7839822f32, 0.7295056f32, 6.707206f32, 6.7855973f32, 0.12723257f32],
[5.72301f32, 0.37596795f32, 0.45755148f32, 6.2597427f32, 3.87333f32, 8.617743f32, 1.2016652f32, 1.6913263f32, 3.0858822f32, 7.130625f32, 8.404752f32, 3.6033587f32, 3.8799882f32, 7.0747943f32, 4.3577886f32, 4.4382343f32, 7.496665f32, 1.7378893f32, 4.540435f32, 7.223523f32, 9.617231f32, 6.529299f32, 0.21256548f32, 6.626357f32, 5.0299454f32, 4.388937f32, 1.2205001f32, 9.517001f32, 9.55114f32, 9.085606f32, 2.277216f32, 6.67494f32],
[9.843425f32, 4.214055f32, 9.890629f32, 0.39330882f32, 2.6846044f32, 2.9374444f32, 9.639058f32, 4.927906f32, 4.452218f32, 9.646698f32, 7.4276514f32, 3.9389753f32, 4.8247705f32, 9.508065f32, 0.6673412f32, 0.1468181f32, 9.450937f32, 8.9430485f32, 8.723287f32, 7.613148f32, 1.3243158f32, 9.330153f32, 1.278836f32, 3.991319f32, 8.993702f32, 9.402873f32, 5.763999f32, 0.1840838f32, 7.6644545f32, 3.847305f32, 6.7481775f32, 3.5726058f32],
[1.1849593f32, 1.8445526f32, 1.4246705f32, 7.121536f32, 8.140675f32, 7.030212f32, 8.05677f32, 5.670916f32, 1.2957013f32, 0.68582326f32, 7.077577f32, 1.0356787f32, 8.929641f32, 3.8806272f32, 6.430247f32, 9.633011f32, 9.650221f32, 4.2401257f32, 2.447888f32, 6.213695f32, 5.9523954f32, 4.3160434f32, 5.3417697f32, 1.7952781f32, 9.190139f32, 3.9867835f32, 9.159513f32, 9.781615f32, 7.5337644f32, 3.1799474f32, 4.409381f32, 5.115308f32],
[3.583202f32, 4.3268166f32, 6.961713f32, 2.0093696f32, 0.9442361f32, 7.287762f32, 5.51008f32, 4.1967893f32, 6.0425634f32, 7.772678f32, 8.910087f32, 0.95739734f32, 1.4826128f32, 9.616681f32, 7.2818108f32, 1.7698507f32, 5.3530817f32, 7.7413425f32, 3.4788694f32, 9.005648f32, 1.3662277f32, 2.7321901f32, 0.11613305f32, 3.3098865f32, 3.7081013f32, 3.808643f32, 8.612653f32, 3.2957907f32, 2.0379486f32, 0.92277586f32, 3.47177f32, 2.5089517f32],
[8.370749f32, 4.9449787f32, 7.218532f32, 4.7023625f32, 1.7812446f32, 5.449544f32, 1.061734f32, 1.1170652f32, 4.2980075f32, 6.909463f32, 3.9954195f32, 8.21781f32, 0.4732094f32, 1.9797561f32, 4.9416494f32, 1.2511852f32, 1.4417205f32, 9.579399f32, 0.75241977f32, 7.987607f32, 4.1820955f32, 5.51164f32, 9.744434f32, 8.24325f32, 7.7922454f32, 5.2002187f32, 8.547382f32, 9.651034f32, 2.0667508f32, 0.655235f32, 4.788979f32, 6.595856f32],
[7.338557f32, 6.990456f32, 2.198538f32, 4.4264956f32, 3.4490495f32, 8.587589f32, 7.617532f32, 5.815359f32, 8.405565f32, 1.2874236f32, 1.8887347f32, 4.8579416f32, 8.134919f32, 5.633088f32, 5.0021467f32, 9.451794f32, 8.322003f32, 2.2498355f32, 3.4422666e-2f32, 6.573177f32, 8.30984f32, 8.160931f32, 5.9004264f32, 7.3451257f32, 1.4838609f32, 2.737348f32, 1.3354094f32, 0.8425885f32, 6.3110695f32, 7.044227f32, 5.16259f32, 9.846555f32],
[1.6297885f32, 7.4230065f32, 1.5606765f32, 6.254753f32, 7.6999516f32, 0.9706908f32, 8.609824f32, 2.9530332f32, 9.519613f32, 2.5290394f32, 1.1422507f32, 8.717255f32, 3.0390012f32, 5.437035f32, 2.442092f32, 2.2519953f32, 4.0736775f32, 4.7183657f32, 6.228037f32, 2.0954943f32, 2.5476968f32, 3.9070075f32, 0.5323496f32, 8.776164f32, 4.205346f32, 1.7047613f32, 7.996855f32, 8.666654f32, 4.383418f32, 6.9763575f32, 5.1282663f32, 5.5193195f32],
[6.3129144f32, 6.8974295f32, 3.1086662f32, 2.1835418f32, 8.31842f32, 5.335134f32, 4.2156177f32, 2.1897495f32, 7.650366f32, 1.4909501f32, 0.77432615f32, 3.2585645f32, 9.267658f32, 7.901056f32, 3.6906042f32, 9.249404f32, 8.309496f32, 7.1121497f32, 8.940521f32, 0.18362531f32, 4.087861f32, 2.3440156f32, 9.413357f32, 8.232971f32, 3.1433992f32, 2.143682f32, 4.7352486f32, 8.663679f32, 5.630094f32, 4.8748765f32, 4.6659265f32, 7.956586f32],
[9.120293f32, 0.31806815f32, 5.1958227f32, 4.5591145f32, 2.4106085f32, 0.4433251f32, 3.0940297f32, 4.9696546f32, 6.6606317f32, 7.2209725f32, 8.761681f32, 0.41610384f32, 8.672557f32, 9.200162f32, 0.4097315f32, 1.2062248f32, 1.2338402f32, 0.8586205f32, 0.55070186f32, 0.112255596f32, 6.6287336f32, 3.3835483f32, 1.3061688f32, 9.160295f32, 6.843709f32, 3.862685f32, 0.18594258f32, 3.1700304f32, 4.4601245f32, 7.600793f32, 7.6826653f32, 6.0476956f32],
[6.5801673f32, 3.370472f32, 8.819818f32, 9.627671f32, 6.309125f32, 4.9541283f32, 5.901951f32, 6.604072f32, 6.0418196f32, 4.4353623f32, 8.772946f32, 1.9036887f32, 7.1347446f32, 7.4308004f32, 4.244269f32, 6.283415f32, 5.7368608f32, 2.2513225f32, 1.5974282f32, 1.7504593f32, 6.4766383f32, 0.8531274f32, 4.5525303f32, 1.5060015f32, 6.340857f32, 1.419329f32, 4.4774804f32, 7.5983977f32, 4.8790264f32, 9.26291f32, 8.177459f32, 0.51153135f32],
